business_id,name,neighborhood,address,city,state,postal_code,latitude,longitude,stars,review_count,is_open,categories
NmZtoE3v8RdSJEczYbMT9g,"""Complete Dental Care""",,"""107 Whitaker Str""",Homestead,PA,15120,40.4014882,-79.8879161,2,5,1,General Dentistry;Dentists;Endodontists;Cosmetic Dentists;Health & Medical;Orthodontists
fNMVV_ZX7CJSDWQGdOM8Nw,"""Showmars Government Center""",Uptown,"""600 E 4th St""",Charlotte,NC,28202,35.2216474,-80.8393449,3.5,7,1,Restaurants;American (Traditional)
l09JfMeQ6ynYs5MCJtrcmQ,"""Alize Catering""",Yonge and Eglinton,"""2459 Yonge St""",Toronto,ON,M4P 2H6,43.7113993,-79.3993388,3,12,0,Italian;French;Restaurants
IQSlT5jGE6CCDhSG0zG3xg,"""T & Y Nail Spa""",,"""8411 W Thunderbird Rd, Unit 101""",Peoria,AZ,85381,33.6086538,-112.2400118,3,20,1,Beauty & Spas;Nail Salons
b2I2DXtZVnpUMCXp1JON7A,"""Meineke Car Care Center""",,"""2518 Ironwood Dr""",Sun Prairie,WI,53590,43.18508,-89.262047,3.5,9,1,Tires;Oil Change Stations;Auto Repair;Automotive
0FMKDOU8TJT1x87OKYGDTg,"""Senior's Barber Shop""",,"""13375 W McDowell""",Goodyear,AZ,85395,33.463629,-112.347038,5,65,1,Barbers;Beauty & Spas
Gu-xs3NIQTj3Mj2xYoN2aw,"""Maxim Bakery & Restaurant""",,"""9665 Bayview Avenue, Unit 1-4""",Richmond Hill,ON,L4C 9V4,43.8675648,-79.4126618,3.5,34,1,French;Food;Bakeries;Restaurants
lHYiCS-y8AFjUitv6MGpxg,"""Starbucks""",Liberty Village,"""85 Hanna Avenue""",Toronto,ON,M6K 3S3,43.63986331,-79.41953319,4,21,1,Food;Coffee & Tea
94KziT6DQ9XlBET3WzIv_w,"""Fye""",,"""1928 S Gilbert Rd""",Mesa,AZ,85204,33.3801334,-111.7887679,4.5,4,0,Shopping;Books;Mags;Music & Video;Music & DVDs
7YIy1tXOor9VCwvaSjuBHg,"""TSA Checkpoint T-4 A - Phoenix Sky Harbor International Airport""",,"""3400 E Sky Harbor Blvd""",Phoenix,AZ,85034,33.4354634,-112.0069893,1.5,46,1,Public Services & Government
PMH4oUa-bWELKogdtkWewg,"""GoodLife Fitness""",,"""100 City Centre Dr""",Mississauga,ON,L5B 2C9,43.5927528,-79.6430158,2,16,1,Fitness & Instruction;Sports Clubs;Gyms;Trainers;Active Life
VSGcuYDV3q-AAZ9ZPq4fBQ,"""Sportster's""",The Danforth,"""1430 Danforth Avenue""",Toronto,ON,M4J 1N4,43.6828673,-79.3269639,2.5,7,1,Bars;Sports Bars;Nightlife
1K4qrnfyzKzGgJPBEcJaNQ,"""Chula Taberna Mexicana""",Leslieville,"""1058 Gerrard Street E""",Toronto,ON,M4M 3A6,43.6692562,-79.3359022,3.5,39,1,Tiki Bars;Nightlife;Mexican;Restaurants;Bars
VBHEsoXQb2AQ76J9l8h1uQ,"""Alfredo's Jewelry""",Southeast,"""5775 S Eastern, Ste 103""",Las Vegas,NV,89119,36.08505084,-115.1194208,4.5,23,1,Shopping;Jewelry;Watch Repair;Local Services
AtdXq_gu9NTE5rx4ct_dGg,"""DAVIDsTEA""",Ryerson,"""10 Dundas Street E""",Toronto,ON,M5B 2G9,43.6567287,-79.3807182,4,6,1,Coffee & Tea;Food;Tea Rooms
Dj0S-Oe4ytRJzMGUPgYUkw,"""Panera Bread""",,"""38295 Chestnut Ridge Rd""",Elyria,OH,44035,41.343078,-82.06714,2,4,1,Soup;Salad;Sandwiches;Restaurants
gAy4LYpsScrj8POnCW6btQ,"""Toast Cafe""",,"""2429 Hwy 160 W""",Fort Mill,SC,29708,35.0472868,-80.9905588,3.5,6,0,Food;American (Traditional);Coffee & Tea;Restaurants
nbhBRhZtdaZmMMeb2i02pg,"""Sunnyside Grill""",,"""2777 Steeles Avenue W""",Toronto,ON,M3J 3K5,43.7818155,-79.4904331,5,3,1,Restaurants;Breakfast & Brunch
zzMu-6SmqhpvHxVRM6tx9g,"""Good Brakes Automotive""",,"""12614 N Cave Creek Rd, Ste 104""",Phoenix,AZ,85022,33.6008771,-112.0376849,4,5,1,Oil Change Stations;Smog Check Stations;Automotive;Auto Repair
1_3nOM7s9WqnJWTNu2-i8Q,"""Le Bistro Balmoral""",Ville-Marie,"""305 Rue Sainte-Catherine O""",Montreal,QC,H2X 2A1,45.50677221,-73.56672497,3,8,0,Arts & Entertainment;Festivals;Restaurants;French;Gastropubs
FXHfcFVEfI1vVngW2gVOpw,"""Bampot House of Tea & Board Games""",,"""201 Harbord Street""",Toronto,ON,M5S 1H6,43.66158168,-79.40887846,4,55,1,Coffee & Tea;Restaurants;Food;Mediterranean;Tea Rooms
7gquCdaFoHZCcLYDttpHtw,"""Bubbly Nails""",,"""8439 Charlotte Hwy""",Fort Mill,SC,29707,34.95706178,-80.85391201,4,17,1,Nail Salons;Beauty & Spas
8y56fOiKhtCnqaiYB2S2Qg,"""Brewster's Pub""",,"""96 S Main St""",Munroe Falls,OH,44308,41.136622,-81.4392592,4,4,1,Nightlife;Pubs;Bars
ok38fApaT1TBEU-IH85BvA,"""Kool Pool Care & Repair""",,"""3245 W Florimond Rd""",Phoenix,AZ,85086,33.8039,-112.130405,5,5,1,Home Services;Contractors;Pool & Hot Tub Service;Pool Cleaners
lj0MiK5_fyv9df2twnsI7g,"""Pampered Hair Passionate about Hair""",Anthem,"""2470 Paseo Verde Pkwy""",Henderson,NV,89074,36.0194946,-115.0947223,5,3,1,Hair Salons;Blow Dry/Out Services;Hair Stylists;Beauty & Spas;Hair Extensions
S4a42azhoOmr0fpeNkggHg,"""By Design""",,"""11812 Carolina Place Pkwy, Ste C""",Pineville,NC,28134,35.0735981,-80.8815165,2.5,3,0,Home & Garden;Furniture Stores;Shopping
A_Ij4SwFmlRbVtRnsdSzWA,"""Ciao Baby Catering""",,"""15041 N Airport Dr""",Scottsdale,AZ,85260,33.6218351,-111.9155977,2,5,0,Event Planning & Services;Caterers
tRVx2c89coruPRwYhGTcTw,"""Yuzu""",,"""13603 Madison Ave""",Lakewood,OH,44107,41.4768463,-81.7869709,3.5,78,1,Nightlife;Izakaya;Comfort Food;Cocktail Bars;Asian Fusion;Bars;Japanese;Restaurants;Gastropubs;Tapas/Small Plates
1Jp_hmPNUZArNqzpbm7B0g,"""Task Electric""",Spring Valley,"""7260 Cimarron Rd, Ste 130""",Las Vegas,NV,89113,36.056382,-115.269332,4.5,20,1,Home Services;Lighting Fixtures & Equipment;Local Services;Electricians;TV Mounting
zjySmTfL9WiMDVgp8-Jp3w,"""TCBY""",,"""610 Jetton St, Ste 130""",Davidson,NC,28036,35.5012273,-80.8609494,3.5,3,1,Desserts;Ice Cream & Frozen Yogurt;Food
5qpi5VQ_S2Itm8xvRm1k8Q,"""Olsen Firearms""",,"""28212 N Tatum Blvd, Ste D4""",Cave Creek,AZ,85331,33.7416293,-111.9809164,5,9,1,Shopping;Guns & Ammo
BnuzcebyB1AfxH0kjNWqSg,"""Carrabba's Italian Grill""",,"""245 Lancaster Ave""",Frazer,PA,19355,40.04100253,-75.54249651,3.5,25,0,Restaurants;Italian;Seafood
rDMptJYWtnMhpQu_rRXHng,"""McDonald's""",,"""719 E Thunderbird Rd""",Phoenix,AZ,85022,33.6070702,-112.0643825,1,10,1,Fast Food;Burgers;Restaurants
1WBkAuQg81kokZIPMpn9Zg,"""Charr An American Burger Bar""",,"""777 E Thunderbird Rd, Ste 107""",Phoenix,AZ,85022,33.60731,-112.063404,3,232,1,Burgers;Restaurants
Z-4KHBDbdwyC7PwA_JE5Xw,"""William Jon Salon & Spa""",Regent,"""2701 University Ave, Ste H""",Madison,WI,53705,43.0731452,-89.4344018,4.5,14,1,Tanning;Day Spas;Spray Tanning;Beauty & Spas;Hair Salons
DPQnTnNw2PJj7DdENM98Cw,"""Star Nursery""",,"""5340 Boulder Hwy""",Las Vegas,NV,89122,36.105196,-115.0568796,3.5,25,1,Nurseries & Gardening;Home & Garden;Shopping
_F3AMoo_zdl-he384ISQbw,"""Rock of Ages""",,"""3700 W Flamingo Rd""",Las Vegas,NV,89109,36.1169648,-115.185696,4,213,1,Arts & Entertainment;Performing Arts
#NAME?,"""Restaurant Lucca""",Rosemont-La Petite-Patrie,"""12 Rue Dante""",Montréal,QC,H2S 1J5,45.5328965,-73.6136037,4.5,11,1,Italian;Restaurants
FmGZh8ZwEnSO860_2eiYHw,"""Enterprise Rent-A-Car""",Homestead,"""908 E 8th Ave""",Homestead,PA,15120,40.409116,-79.897415,3,4,1,Hotels & Travel;Car Rental
Pd52CjgyEU3Rb8co6QfTPw,"""Flight Deck Bar & Grill""",Southeast,"""6730 S Las Vegas Blvd""",Las Vegas,NV,89119,36.0669136,-115.1708484,4,13,1,Nightlife;Bars;Barbeque;Sports Bars;American (New);Restaurants
4srfPk1s8nlm1YusyDUbjg,"""Subway""",Southeast,"""6889 S Eastern Ave, Ste 101""",Las Vegas,NV,89119,36.0646523,-115.1189541,2.5,6,1,Fast Food;Restaurants;Sandwiches
n7V4cD-KqqE3OXk0irJTyA,"""GameWorks""",Southeast,"""6587 Las Vegas Blvd S, Ste 171""",Las Vegas,NV,89119,36.06825852,-115.1788768,3,349,1,Arcades;Arts & Entertainment;Gastropubs;Restaurants;American (New)
c_XbaJqhm-5ycSBOkVUBmg,"""Don Taco""",Ville-Marie,"""1855 Rue Saint Catherine Ouest, H3H 1M2""",Montreal,QC,H3H 1M2,45.4932164,-73.5803794,3.5,33,1,Restaurants;Mexican
ykJM7EuGziATZ5u2qIT08g,"""My Fitness World""",South End,"""1225 S Church St, Ste B""",Charlotte,NC,28203,35.220211,-80.855785,5,4,1,Active Life;Fitness & Instruction;Gyms
spDZkD6cp0JUUm6ghIWHzA,"""Kitchen M""",Unionville,"""8515 McCowan Road""",Markham,ON,L3P 5E5,43.867918,-79.2836865,3,80,1,Restaurants;Chinese
PEKloTo1IkW_gyxp15e8Dg,"""Amy's Lash & Beauty Spa""",Summer Hill,"""1219 Yonge Street""",Toronto,ON,M4T 1W4,43.68321299,-79.3919423,3.5,7,1,Eyelash Service;Beauty & Spas
Sx0C2RsDgrG3RxBBUoBqTw,"""Kool Radiator Service""",Westside,"""3228 Meade Ave""",Las Vegas,NV,89102,36.1366387,-115.1845851,3.5,9,1,Automotive;Auto Repair
v2GJWvZqEAjUc22hZUYzYw,"""John Armond Actor's Studio""",Westside,"""8125 W Sahara Ave, Ste 210""",Las Vegas,NV,89117,36.142544,-115.2687306,4.5,12,1,Education;Performing Arts;Specialty Schools;Art Schools;Arts & Entertainment
MmR06_kNAbmOPK-0pKvGtA,"""Cinnabon""",Westside,"""4300 Meadows Ln""",Las Vegas,NV,89107,36.1725319,-115.197258,4,3,1,Food;Coffee & Tea;Desserts
ORUUPE_Ahrcop9K7h6rvVQ,"""Falls Auto Body""",,"""20 W Steels Corners Rd""",Cuyahoga Falls,OH,44223,41.1804849,-81.5094524,5,3,1,Automotive;Body Shops;Auto Glass Services
r6Jw8oRCeumxu7Y1WRxT7A,"""D&D Cleaning""",,"""""",Urbana,IL,61802,40.1105875,-88.2072697,5,4,0,Home Cleaning;Home Services;Window Washing
EJFdWX908N8Yc2XG0Lky8A,"""River Moon Cafe""",Lawrenceville,"""104 43rd St""",Pittsburgh,PA,15201,40.472735,-79.9632647,4,5,0,Cafes;Restaurants
LL01hTt_eVdp-ws4zMDsrw,"""Pil Son""",Financial District,"""Toronto-Dominion Centre Bank Tower, 66 Wellington St W, Ste 2709""",Toronto,ON,M5K 1H1,43.646954,-79.382159,5,3,1,Health & Medical;General Dentistry;Dentists
d6ngz4WmMaQL8Xdfur7bwQ,"""Crazy Kleen Carpet Cleaning""",,"""15825 W Redfield Rd""",Surprise,AZ,85379,33.640227,-112.3957,4.5,5,1,Office Cleaning;Carpet Cleaning;Professional Services;Home Cleaning;Home Services;Local Services
6aFAEeJ3nS-iWGt7Tn7S0Q,"""KS Audio Video""",,"""19925 Jetton Rd, Ste 100""",Cornelius,NC,28031,35.4802886,-80.8857059,5,5,1,Home Services;Television Service Providers;Home Automation;Home Theatre Installation;Professional Services
F31RycVVooeIOp9jsXmg6g,"""The Bluebird Cafe""",Cannonmills,"""5 Canonmills""",Edinburgh,MLN,EH3 5HA,55.9624442,-3.1976623,4.5,16,1,Breakfast & Brunch;Diners;Restaurants;Cafes;British
0lCpaZpmjCFEmtti9O9ZdQ,"""LaPuma Bakery""",,"""12656 Chillicothe Rd""",Chesterland,OH,44026,41.5242686,-81.3379626,3.5,3,0,Bakeries;Food
2pD9wZWXDNsZf_MXd8rQtg,"""Carle Clinic Association""",,"""602 W University Ave""",Urbana,IL,61801,40.116627,-88.2147631,2.5,6,1,Doctors;Health & Medical
c6Shr51XcbvAeXp6hb_Exg,"""Christopher Huston, MD - TOCA""",,"""2222 E Highland Ave, Ste 300""",Phoenix,AZ,85016,33.5063676,-112.0335679,2,18,1,Orthopedists;Health & Medical;Doctors
iPa__LOhse-hobC2Xmp-Kw,"""McDonald's""",,"""1635 E Camelback Rd""",Phoenix,AZ,85016,33.5087649,-112.04624,3,34,1,Restaurants;Burgers;Fast Food
XPZT3zLrkLkFSkBVxSsM3w,"""Sports Authority""",,"""7000 E  Mayo Blvd Building 15""",Phoenix,AZ,85054,33.6569065,-111.9298903,2.5,21,0,Sporting Goods;Shopping
zWb-kwaANIPMS_AFBbVOew,"""Banana Republic""",,"""32 W Towne Mall""",Madison,WI,53719,43.0570896,-89.5092997,2,8,1,Men's Clothing;Women's Clothing;Fashion;Shopping
o1fTwfqN0sDFNpV1CkOPPg,"""Crazy Mocha Coffee""",Lawrenceville,"""4032 Butler St""",Pittsburgh,PA,15201,40.4692949,-79.9612733,3.5,16,1,Restaurants;Sandwiches;Coffee & Tea;Food
#NAME?,"""Bruegger's Bagels""",,"""5217 Clairton Blvd""",Pittsburgh,PA,15236,40.3441937,-79.970963,2.5,5,1,Breakfast & Brunch;Bagels;Restaurants;Bakeries;Sandwiches;Food
NFTh6mj3X2AnHJCKIFUk5Q,"""Fairfield Inn & Suites""",,"""8540 E Independence Blvd""",Charlotte,NC,28105,35.147422,-80.726487,4,17,1,Hotels;Event Planning & Services;Hotels & Travel
EfYExaDrwhj0k611u5lYMg,"""G G & D Motor Vehicle Services""",,"""4307 W Glendale Ave""",Glendale,AZ,85301,33.5369186,-112.1522269,2,12,1,Shopping;Public Services & Government;Departments of Motor Vehicles
AZUCA3oiGou2wLnAYG1P6g,"""Emergency Chiropractic""",,"""2030 S Rural Rd""",Tempe,AZ,85282,33.4062365,-111.9266226,2.5,3,1,Health & Medical;Chiropractors
kKx8iCJkomVQBdWHnmmOiA,"""Little Caesars Pizza""",,"""10720 E Southern Ave""",Mesa,AZ,85209,33.3948766,-111.6001938,2.5,4,1,Restaurants;Pizza
B5EZlEDH6AVDk8tQGHAGqg,"""Villa Tap""",Sherman,"""2302 Packers Ave""",Madison,WI,53704,43.1233893,-89.3553901,4,34,1,American (Traditional);Nightlife;Dive Bars;Restaurants;Bars
bOOgAB_CEWWsxalAthnRSw,"""Tenors of Rock""",The Strip,"""3475 S Las Vegas Blvd""",Las Vegas,NV,89109,36.1193098,-115.1717702,4.5,46,1,Performing Arts;Arts & Entertainment
l5ijDMpYdyKbF0CxiCVO_Q,"""Starlight Tattoo""",The Strip,"""3400 Las Vegas Blvd""",Las Vegas,NV,89109,36.12132953,-115.1752839,4,24,1,Beauty & Spas;Piercing;Tattoo
nJ3mXjItS8WcwhYbzbfDQw,"""Scott's Karat Patch""",South Park,"""5110 Park Rd, Ste 2F""",Charlotte,NC,28209,35.1608893,-80.8492598,4,5,1,Watch Repair;Jewelry Repair;Shopping;Local Services;Jewelry
NoxzrJbWS4xD9ft0ygD3JA,"""The Brink Lounge""",Williamson - Marquette,"""701 E Washington Ave, Ste 105""",Madison,WI,53703,43.0798171,-89.3762962,3.5,30,1,Event Planning & Services;Nightlife;Lounges;Venues & Event Spaces;Bars
VXH7zXcZzXlmAVN8GSjGRQ,"""Thai Express""",,"""4700 Keele Street""",Toronto,ON,M3J 1P3,43.77487768,-79.49461873,3,5,1,Imported Food;Specialty Food;Thai;Ethnic Food;Food;Restaurants
8XQmnE-v6RrsHiqEz6QXdg,"""Havel's Flowers & Greenhouses""",,"""9294 Mentor Ave""",Mentor,OH,44060,41.6777682,-81.3068638,3.5,4,1,Florists;Wholesale Stores;Shopping;Flowers & Gifts
YhV93k9uiMdr3FlV4FHjwA,"""Caviness Studio""",,"""""",Phoenix,AZ,85001,33.4499672,-112.0702225,5,4,1,Marketing;Men's Clothing;Restaurants;Graphic Design;Women's Clothing;Screen Printing;Advertising;Pizza;Shopping;Web Design;Fashion;Local Services;Screen Printing/T-Shirt Printing;Professional Services
w5WBrukfSuEyTjYUYlV4Ug,"""International Exposition Center""",Riverside,"""1 I-X Center Dr""",Cleveland,OH,44135,41.3985053,-81.8532205,4,16,1,Venues & Event Spaces;Event Planning & Services
aFBCmJUYrPeol_P75QX7Jw,"""Fraticelli's Authentic Italian Grill""",,"""10 Vogell Road""",Richmond Hill,ON,L4B 3K4,43.86433338,-79.38241086,3,88,1,Restaurants;Italian
F0fEKpTk7gAmuSFI0KW1eQ,"""Cafe Mastrioni""",Spring Valley,"""4250 S Rainbow Blvd, Ste 1007""",Las Vegas,NV,89103,36.1110572,-115.2416881,1.5,3,0,Italian;Restaurants
dA7KJReGl9PMi3Tg_mBHuw,"""Poty Group""",,"""""",Mesa,AZ,85207,33.459458,-111.642224,5,3,1,Real Estate Agents;Home Services;Real Estate
GX83LORhO99mdNFz9_cZdQ,"""Dayton Family Medicine""",,"""6840 E Brown Rd""",Mesa,AZ,85207,33.437983,-111.682477,2.5,3,1,Optometrists;Doctors;Internal Medicine;Health & Medical
YvxQOMstU2MVDr2uNHs_vw,"""Mitchell's Ice Cream - Solon Shop""",,"""6130 Kruse Dr""",Solon,OH,44139,41.392049,-81.4426351,4.5,42,1,Ice Cream & Frozen Yogurt;Food
NVaM_cKKJT3WWyP21PANzw,"""City of Mesa Cemetary""",,"""1212 N Center St""",Mesa,AZ,85201,33.438755,-111.832382,4.5,3,1,Religious Organizations
dTWfATVrBfKj7Vdn0qWVWg,"""Flavor Cuisine""",Scarborough,"""8 Glen Watford Drive""",Toronto,ON,M1S 2C1,43.7870613,-79.2761657,3,6,1,Restaurants;Chinese;Food Court
HAX1zec191t7QkT2sBZ76A,"""La Isla Cuban Restaurant""",,"""1816 Galerea Blvd, Ste D""",Charlotte,NC,28270,35.137223,-80.734594,3,4,0,Restaurants;Cuban
HcEJ2YiSLX_mT3RE0hvKWQ,"""Blush""",Downtown,"""135 9th St""",Pittsburgh,PA,15222,40.444236,-79.998325,3,21,1,Nightlife;Adult Entertainment;Strip Clubs
iOudjMD1sFvD9QTltPQiTg,"""Motel 6 Cleveland-Willoughby""",,"""35110 Maplegrove Rd""",Willoughby,OH,44094,41.6053496,-81.4366698,2.5,15,1,Hotels & Travel;Event Planning & Services;Hotels
aWnASLfWj1G6ptH4SR5RRA,"""Rocky Mountain Chocolate Factory""",Westside,"""9795 W Charleston Blvd, Ste 101""",Las Vegas,NV,89117,36.15848404,-115.3111854,2,3,1,Chocolatiers & Shops;Desserts;Specialty Food;Food
v3tBN6s8BhotnjA7GncQnQ,"""Curves""",Yonge and Eglinton,"""36 Eglinton Ave W, 2nd Floor""",Toronto,ON,M4R 1A1,43.7065345,-79.3999878,3.5,3,0,Health & Medical;Active Life;Weight Loss Centers;Fitness & Instruction;Trainers;Nutritionists;Gyms
AVtMhvR_3bhL9VkRrAG6dQ,"""Accurate Pest Control""",,"""11360 E Stradling Ave""",Mesa,AZ,85212,33.324286,-111.587623,4.5,3,1,Pest Control;Local Services
PJ-VbAtIOso1dqd2frQqqg,"""Donut Tyme""",Sunrise,"""4268 E Charleston Blvd""",Las Vegas,NV,89104,36.15932754,-115.0821787,4.5,76,1,Donuts;Food
JmKgz6n7zn24F-WkgT-kiA,"""Maki My Way""",St. Lawrence,"""7 King Street E""",Toronto,ON,M5C 3C5,43.6491517,-79.37749475,4.5,7,1,Restaurants;Sushi Bars;Japanese;Asian Fusion
mtTxLi9CZNOsDqOTJH3pQw,"""Felicitea""",NoDa,"""516 E 15th St, Ste 11D""",Charlotte,NC,28206,35.2328829,-80.8256098,3,4,0,Food;Coffee & Tea;Massage;Beauty & Spas
zV_aclADLjx2KOql9F_FTw,"""Crepe Cafe""",,"""313 E Green St, Ste 5""",Champaign,IL,61820,40.109986,-88.233777,3,4,0,Restaurants;Creperies
DCQ3qzzmsm1JZxvW8-bCgQ,"""Phone Savers""",,"""3552 E Corona Ave""",Phoenix,AZ,85040,33.4061011,-112.0043218,5,12,1,Mobile Phones;IT Services & Computer Repair;Shopping;Electronics Repair;Mobile Phone Repair;Local Services
yh-NN-dCaxxleNcI-_bsUA,"""El Dorado's""",,"""1331 S Water St""",Kent,OH,44240,41.1416311,-81.3566025,2.5,7,1,Pizza;Restaurants
8GL63JMAiD0mI-Z1Y-kT2Q,"""State Theater""",Playhouse Square,"""1501 Euclid Ave, Ste 200, Playhouse Square""",Cleveland,OH,44114,41.50218921,-81.68055086,4.5,5,1,Arts & Entertainment;Performing Arts
EiZYdEo9p2K6r6CnZ5gqsw,"""Mr. Rooter Plumbing of Phoenix Arizona""",,"""333 S. Nina Dr""",Mesa,AZ,85210,33.408799,-111.850522,4,28,1,Plumbing;Home Services
bA21m-qbgN_GNR6g-AlfYw,"""Dynasty Buffett""",,"""2932 E Franklin Blvd""",Gastonia,NC,28056,35.2627353,-81.125895,3.5,30,1,Restaurants;Chinese
lZ18HyZhfrrN_VAJIpyhxQ,"""X-Nail & Spa""",Liberty Village,"""111 Jefferson Avenue""",Toronto,ON,M6K 3E4,43.6383877,-79.4216517,3,25,1,Hair Salons;Beauty & Spas;Nail Salons
xMP2oDrKFqyUrN0Uww85EQ,"""Dockside Seafood Market""",Eastland,"""3017 Kilborne Dr""",Charlotte,NC,28205,35.214618,-80.770211,4.5,3,1,Seafood Markets;Food;Specialty Food
pOyt4Fon5n783Jc-hrSq-A,"""Apple Wellness - Fitchburg Health Store""",,"""6313 McKee Rd""",Fitchburg,WI,53719,43.0153668,-89.4816815,4.5,14,1,Health Markets;Food;Beauty & Spas;Specialty Food;Shopping;Cosmetics & Beauty Supply
Pp_ca_wyn1vsKBNR94ZRXw,"""Anthem Smoke & Vape Shop""",,"""4205 W Anthem Way, Ste 108""",Phoenix,AZ,85086,33.87047599,-112.150188,2.5,6,1,Tobacco Shops;Shopping;Vape Shops
sG3jr8wLMpncvwvu8JM1Dw,"""Jimi Music Store""",Notre-Dame-de-Grâce,"""5776 Sherbrooke Rue W""",Montréal,QC,H4A 1X1,45.4699473,-73.6166366,3.5,3,1,Musical Instruments & Teachers;Shopping
d7AtQMYDUh40DeJinidFNQ,"""2 Cochons""",Villeray-Saint-Michel-Parc-Extension,"""7387 Boulevard Saint-Michel""",Montréal,QC,H2A 3A1,45.5602837,-73.6010215,3.5,3,0,Restaurants;Sandwiches;Delicatessen;Asian Fusion;Food;Cafes
aLM-0HupwCE5r7bMIcQ2TQ,"""Septic Pumping Service""",,"""""",Matthews,NC,28104,35.121876,-80.712939,5,3,1,Septic Services;Home Services;Plumbing;Local Services
cYuGJKCCazgCnsGGlBxaEQ,"""Bennie's Back Alley Barber Shop""",,"""1623 N Granite Reef Rd""",Scottsdale,AZ,85257,33.4663951,-111.900472,4.5,8,1,Blow Dry/Out Services;Hair Salons;Barbers;Hair Stylists;Beauty & Spas
z1hRMOmEvw7jx4cq4-8Yfw,"""La P'tite Cabane d'la Côte""",,"""5885 Route Arthur-Sauvé""",Mirabel,QC,J7N 2W4,45.6561756,-74.1571917,3.5,6,1,Food;Local Flavor;Canadian (New);Sugar Shacks;Restaurants;American (Traditional)
vIAQV1_p48AsKP-B9iULwg,"""Europtical""",,"""2932 Wooster Rd""",Rocky River,OH,44116,41.4660661,-81.8386584,5,6,1,Eyewear & Opticians;Health & Medical;Shopping;Optometrists
UlI0TksGFiIXtcbtg2KalQ,"""Mi Pho Song Vu""",Downsview,"""2109 Jane Street""",North York,ON,M3M 1A2,43.7184236,-79.5079286,2.5,38,1,Restaurants;Thai;Vietnamese;Chinese
98YzjvO45DRRvqrNv0hhAA,"""TTC - Toronto Transit Commision""",Mount Pleasant and Davisville,"""1900 Yonge St""",Toronto,ON,M4S 1Z1,43.6977811,-79.3967577,2.5,131,1,Hotels & Travel;Transportation;Public Transportation
Kul8tFT48hZQJkeNK5jLBQ,"""OutToday Plumbing Heating & Electrical""",,"""""",Scottsdale,AZ,85271,33.49419667,-111.9258365,1,10,1,Electricians;Home Services;Heating & Air Conditioning/HVAC;Plumbing
