_id,amenities,check_in_date,check_out_date,city,country,description,hotel_star_rating,landmark,latitude,longitude,occupancy,property_address,property_id,property_name,room_price,room_types,uniq_id
ObjectId(5b379a6ee15bc1a8984f135a),Newspaper|Card Payment|Pickup & Drop|Parking|AC,04/08/2016,05/08/2016,Kurukshetra,India,,4,,30.0124855,76.8375015,2 Adults 2 Kids,", Kurukshetra",67796,Gautam Lodging Service,1844,Narrow Size A/c Double,efc59163d15b3a0710cfdb24b0ecb909
ObjectId(5b379a6ee15bc1a8984f135b),AC,04/08/2016,05/08/2016,Varanasi,India,,1,,25.2961121,83.0070267,2 Adults 2 Kids,"Vishal Mega Mart, Varanasi",90670,Hotel Jaipuria,626,Double Non AC,e6b046335a819d055f6506249bc8916c
ObjectId(5b379a6ee15bc1a8984f135c),Newspaper|AC,04/08/2016,05/08/2016,Kozhikode,India,"What should you know? The newly refurbished hotel offers Standard and Deluxe rooms and offers a host of services that cater to leisure travellers as well as the corporate guests. Facilities offered include a multi-cuisine restaurant, room service, doctor-on-call, travel desk, laundry service, parking, bar, conference hall, and a banquet hall. The hotel is relatively close to Kozhikode Railway Station, which makes commute to and from the hotel easy for guests. Why should you stay here? The hotel is close to the railway station and its restaurant offers exotic Malabar cuisine.",2,,11.2452927,75.7830353,1 Adult 1 Kid,"Palayam, Kozhikode",58730,Queens Hotel,876,Single Non-A/C Rooms,d15ec37fda3823d2c300bb063116c4fc
ObjectId(5b379a6ee15bc1a8984f135d),Newspaper|Parking|AC,04/08/2016,05/08/2016,Surendranagar,India,,3,,22.7343216,71.6309586,1 Adult 2 Kids,", Surendranagar",74106,Hotel Neelam,334,single bed,848ea16b3f29b6ce21625b18ad54c745
ObjectId(5b379a6ee15bc1a8984f135e),Card Payment|AC,04/08/2016,05/08/2016,Imphal,India,"What should you know? Hotel Anand Continental is a budget hotel offering 30 well-appointed rooms with amenities like ATM banking, airport pickup and drop, laundry facilities, medical services, air conditioned rooms, direct dial phone, and cable TV. There is inclusion of a multi cuisine restaurant which offers Indian, Oriental, and Continental delicacies.Why should you stay here? This hotel is in close proximity to the city?s prime business areas and shopping hubs, making it an apt choice for business and leisure travellers.",5,,24.8133526,93.9366226,1 Adult 2 Kids,"Imphal, Imphal",24001,Hotel Anand Continental,1569,Single Occupancy Superior Room,e861d6886a84780bbd656ede0bd860eb
ObjectId(5b379a6ee15bc1a8984f135f),WiFi|Card Payment|Parking|AC,04/08/2016,05/08/2016,Patna,India,"What should you know? Hotel Nisa offers accommodation in its 12 well-appointed rooms that come equipped with basic amenities. The hotel provides services and facilities like air-conditioning, Wi-Fi connectivity, room service, daily housekeeping, power backup, laundry, dry cleaning, banquet hall, and doctor-on-call. Guests can explore nearby tourist attractions like Golghar, Indira Gandhi Planetarium, and Mahavir Mandir.Why should you stay here? Hotel Nisa provides basic accommodation that is comfortable and budget friendly, which is suitable for business as well as leisure travellers.",1,,25.6054516,85.1411667,2 Adults 2 Kids,"Chiraiyatand, Patna",58310,Hotel Nisa,1477,Economy Double Non AC Room,0fac2cc443957dd732d928de879858d3
ObjectId(5b379a6ee15bc1a8984f1360),Newspaper|AC,04/08/2016,05/08/2016,Tiruchirappalli,India,"What should you know? Hotel Ramyas has rooms with amenities like cable television and hot and cold running water. 24-hour room service and a doctor-on-call facility is provided as well. The hotel houses three restaurants offering authentic South Indian, North Indian, and world cuisines apart from barbecues and dhaba-style food. A tastefully-done bar and lounge area adds to the charm of the hotel. Also present is a conference hall with wireless internet facility along with a banquet hall. Free parking facility, travel assistance, and money exchange services are also provided.Why should you stay here? Located in the centre of the city and providing a host of services, Hotel Ramyas is a convenient stay option for business and leisure travellers visiting Trichy.",4,,10.7993021,78.6823273,1 Adult 2 Kids,"Industrial Colony, Tiruchirappalli",11849,Hotel Ramyas,2286,Business Class AC Single,eddeea7005284e762aa49e064cf00878
ObjectId(5b379a6ee15bc1a8984f1361),,04/08/2016,05/08/2016,Latur,India,,2,,18.399992,76.5600052,2 Adults 2 Kids,"Behind Congress Bhavan, Latur",54630,Deepak Lodge,367,Double Non A/c With Common Bath,30de18fb54e8b60d8ea1cf415ddc1ca7
ObjectId(5b379a6ee15bc1a8984f1362),WiFi|Newspaper|Parking|AC,04/08/2016,05/08/2016,Yamunanagar,India,,5,,30.1283569,77.2659225,2 Adults 2 Kids,"Near Conference Hall, Yamunanagar",69548,Hotel Ashok,650,Double Non-A/C Rooms,62c3ca612cc0d58f5492b8070bed61dd
ObjectId(5b379a6ee15bc1a8984f1363),AC,04/08/2016,05/08/2016,Patna,India,"Where It Is- Boring Road, PatnaNearest Landmark- Near Panch Mukhi MandirWhat You Should Know- The hotel Bhawani Palace is located 5 km away from Loknayak Jayprakash Airport. The hotel provides the facility of free wi fi and hotel parking available in the hotel premises. The rooms are equipped with flat-screen TV with cable channels. Some rooms also provide the seating area to get relax. There are free slippers and toiletries are available in the rooms for guests and few of them provide the view of river and city. The catering staff serve breakfast in the room. The ambiance have a garden and terrace area for guests to sit. There is a meeting hall, banquet facility, facilities for disabled guests, lift and fax & photocopying machine available in hotel premises.Why You Should Stay Here- The hotel provides all the basic facilities and the staff is well trained.",3,,25.6219158,85.1227722,1 Adult 1 Kid,"Anandpuri, Patna",80342,Bhawani Palace,916,Single A/C Rooms,aaa8d2f791ec236b660c7adac3380848
ObjectId(5b379a6ee15bc1a8984f1364),Parking|AC,04/08/2016,05/08/2016,Varanasi,India,"What should you know? With 17 well-appointed rooms, Shivakashi Guest House aims to provide pilgrims a peaceful stay. Rooms in this guest house are classified as executive and standard rooms. These come with the following amenities- air conditioner, TV, seating space, work desk, attached bathroom, and a balcony that offers a grand view of the surroundings. In addition, the guest house provides car rental, currency exchange, laundry service, luggage storage, 24 hour front desk, free Wi-Fi, and tour desk facilities. The guest house also has an in-house restaurant that serves Indian cuisine and provides room service on request. Both Varanasi Bus Stand and Railway Station are just 4 km away from Shivakashi Guest House.Why should you stay here? Tourists and pilgrims visiting Varanasi will find Shivakashi Guest House to be a comfortable accommodation at reasonable rates.",2,,25.3045883,83.0083389,2 Adults 2 Kids,"Bengali Tola, Varanasi",48564,Shivakashi Guest House,473,Double Non-A/C Rooms,02ba1ac9e876e685625b8df81f1f3a88
ObjectId(5b379a6ee15bc1a8984f1365),Parking|AC,04/08/2016,05/08/2016,Rajahmundry,India,"What should you know? Located on the banks of river Godavari, Hotel SK Riviera offers a mesmerising and relaxing ambience. The hotel offers world class services and supreme comfort to its transients. Nature walks, boat rides, and garden parties are organised by the hotel for the customer?s leisure. The in-house ayurvedic centre offers soothing massage to rejuvenate your senses. The restaurant of the hotel serves local as well as oriental delicacies.Why should you stay here? The hotel is beautifully situated and offers a serene atmosphere, close to the nature.",5,,17.0062389,81.7702484,2 Adults 2 Kids,"On Godavari Bund, Rajahmundry",26777,Hotel SK Riviera,888,Non-A/C Cottages,1c79714ca42a5961fe8650817ff356d6
ObjectId(5b379a6ee15bc1a8984f1366),Newspaper|AC,04/08/2016,05/08/2016,Patna,India,"What should you know? Hotel Vijay Shree Deluxe is strategically located on Exhibition Road, just 1 km away from Patna Railway Junction. It offers a string of modern amenities for a comfortable stay like meeting facilities, banqueting facilities, daily housekeeping, ironing service, laundry service and dry cleaning, concierge service, luggage storage facility, ticket service, 24-hour front desk, airport shuttle with surcharge, car rental, packed lunches, free parking space and room service on request. Other amenities include newspaper, safe and air conditioning. Some of the rooms also feature a mini bar. The hotel boasts of 2 in-house restaurants and 60 well-appointed rooms.Why should you stay here? The hotel is located strategically close to the railway station and is 200 m and 300 m from Gandhi Maidan and Biscomaun Bhawan respectively.",4,,25.6133156,85.1441498,1 Adult 2 Kids,"Golambar, Patna",32244,Hotel Vijay Shree Deluxe,2360,Day Use Room (9 am - 5pm),67e88d6c46054d7fb55f0f3e1b57f99a
ObjectId(5b379a6ee15bc1a8984f1367),Newspaper|Bar|Card Payment|Elevator|AC,04/08/2016,05/08/2016,Latur,India,"What should you know? Hotel Vishwamitra International offers 40 rooms in total spread across 3 floors which are categorised as Deluxe rooms and AC Deluxe rooms. In-room amenities available here are a TV with cable, an attached bathroom with running water, a bottle opener, a wardrobe, a sofa bed, and a toothbrush/razor on request. Other facilities like wake-up calls, bottled drinking water, separate sitting area, breakfast service, a bar, ATM/banking, medical services, laundry services, a lounge, daily newspaper, room service, luggage storage, front desk, and a travel counter are also available.Why should you stay here? This hotel is 3 km away from Latur Bus Stand, 6 km away from Latur Railway Station and 12 km away from Latur Airport.",1,,18.3894062,76.5612488,2 Adults 2 Kids,"Mantri Nagar, Latur",50780,Hotel Vishwamitra International,955,Double Non-A/C Rooms,8b565235fff07bba77d047282d78b8d2
ObjectId(5b379a6ee15bc1a8984f1368),WiFi|Parking|AC,04/08/2016,05/08/2016,Rajahmundry,India,"What should you know? Situated in the beautiful city of Rajahmundry, Akshara Inn is centrally located and is opposite the railway station. The hotel has spacious, well-appointed rooms with facilities such as doctor-on-call, car parking space, room service, travel assistance, a 24 hour front desk, internet connectivity, and laundry service. There is a coffee shop in the hotel that serves beverages and snacks. The hotel has a large conference hall that can seat upto 100 people. Some interesting places close to Akshara Inn include Papi Hills, Pamuleru, Annavaram, Dwarapudi, and Rampachodavaram. Why should you stay here? Akshara Inn is very close to Rajahmundry Railway Station making it an ideal place to stay for business and leisure travellers.",2,,16.9835091,81.7836609,1 Adult 2 Kids,"Kannama Temple, Rajahmundry",18776,Akanksha Inn,1152,Superior AC Single,7591b281d0781ec3e825d999ccb79625
ObjectId(5b379a6ee15bc1a8984f1369),Newspaper|AC,04/08/2016,05/08/2016,Patna,India,"What should you know? With free Wi-Fi access and rooms that provide the best of comforts, including private bathrooms with free toiletries and slippers, Hotel Vinayak International makes for a budget hotel that offers you more for your money. The array of rooms at this hotel includes deluxe and regular ones. This hotel is located near to the Patna Railway Station, the Buddha Smriti Park, and Maurya complex. It is also in close proximity to various historical monuments and markets in Patna.Why should you stay here? For its strategic location and affordable rates, Hotel Vinayak International is apt for tourists on a budget.",3,,25.6065807,85.1392441,2 Adults 2 Kids,"Jamal Road, Patna",32153,Hotel Vinayak International,1814,Budget Double AC Room,b199f70070645870baf3fe2e117fcacc
ObjectId(5b379a6ee15bc1a8984f136a),WiFi|Free Breakfast|AC,04/08/2016,05/08/2016,Kozhikode,India,"What should you know? This accommodation facility provides stay in a total of 3 comfortable and spacious rooms that are available to guests. Amenities available in each room include a colour television with satellite connection, attached bath, ready availability of hot and cold water, and a comfortable bed. Some other basic hotel facilities include CCTV security, kidsÂ? play area, and laundry services.Why should you stay here? Guests can visit the nearby sea beach, which makes it an ideal stay choice for guests seeking a quiet getaway with family or friends.",5,,11.3289804,75.7429962,2 Adults 2 Kids,"Elathur PO, Kozhikode",72090,The Jack Fruit Tree At Beach,6223,Double A/C Rooms,876f8aafe90eb780d0d84d064bc3e8d0
ObjectId(5b379a6ee15bc1a8984f136b),Parking|AC,04/08/2016,05/08/2016,Lonavala,India,"What should you know? Located just opposite the famous Kailash Parbat hotel in Lonavala, Kadamb Sahyadri Hotel provides good accommodation for guests at affordable rates. The hotel has a total of 36 AC guest rooms across two floors which are equipped with basic amenities. The hotel also has an in-house multi-cuisine restaurant which offers mouth-watering meals and appetizers. The guests are also offered free parking facility, along with laundry and cleaning service.Why should you stay here? Kadamb Sahyadri Hotel is suitable for all types of travellers who wish to enjoy a pleasant vacation amongst the scenic backdrop of Lonavala?s best known Water reservoirs, Buddhist caves, and trekking trails.",4,,18.7566376,73.4061661,2 Adults 2 Kids,"Valvan Village, Lonavala",32124,Kadamb Sahyadri Hotel,1156,Double Non AC Room Without TV,44947d3b658cc59b4452f58118607b04
ObjectId(5b379a6ee15bc1a8984f136c),WiFi|AC,04/08/2016,05/08/2016,Varanasi,India,,2,,25.2951775,83.0052567,1 Adult 1 Kid,"Shivala, Varanasi",105322,Hotel Aakash Ganga,534,Single Non-A/C Rooms,ba4d54e7b878db84dca00e05945b4b07
ObjectId(5b379a6ee15bc1a8984f136d),Newspaper|Card Payment|Elevator|Parking|AC,04/08/2016,05/08/2016,Kurnool,India,"What should you know? Located in the bustling Kurnool District is Hotel Harsha Regency. Decent accommodation with well-appointed rooms, this hotel is a budget stay. Amenities include Wi-Fi service, conference room and banquet facility, tea and coffee maker, cable television, parking, laundry service, doctor-on-call, air-conditioned rooms, in-room locker, restaurant, room service, and travel desk. Why should you stay here? This hotel offers a comfortable stay at reasonable rates to guests. It is an ideal choice of stay for bikers, backpack travellers, and solo travellers.",3,,15.8282194,78.0373001,1 Adult 1 Kid,"Opposite Balaji Hotel, Kurnool",56624,Hotel Harsha Regency,1586,Single A/C Rooms,4e8a4f06c37dbd6d40a177800626bf43
ObjectId(5b379a6ee15bc1a8984f136e),Newspaper,04/08/2016,05/08/2016,Alappuzha,India,"What should you know? Amidst the labyrinthine system of backwaters, this hotel is an opulent place to stay for a holiday. It has 40 luxury villas, majority of them with their own private pools. This hotel provides amenities like Wi-Fi, buffet breakfast, concierge services, travel desk, indoor games, fitness centre with gym, spa, free parking, yoga, bar/lounge, currency exchange, and room service. In-room amenities include LED TV with regional and international channels, music system, ironing service, babysitting/child services. This hotel is 11.2 km away from Cherthala Railway Station, 10.3 km from KSRTC Bus Stand, and 69.6 km away from Cochin International Airport.Why should you stay here? Largely emphasizing on Ayurveda, travellers can indulge in body treatments and massages at spa, unwind at the beach, or revel in performances by local traditional dancers.",1,,9.6314955,76.2974777,6 Adults 2 Kids,"Chethy, Alappuzha",58630,Carnoustie Beach Resorts And Spa,3262,Akund Deluxe Villa Double,a447bc01737c93fbfd9380a4eed2b962
ObjectId(5b379a6ee15bc1a8984f136f),Newspaper|Card Payment|Elevator|Parking|AC,04/08/2016,05/08/2016,Kurnool,India,"What should you know? Located in Bhudhawarpet in Kurnool, this hotel houses guests in well-maintained rooms that are classified into Standard rooms, Executive Deluxe rooms, and Suites. This place offers two conference rooms, which can seat up to 120 guests. In-room amenities include an LCD TV, attached bathroom with running hot/cold water, and a built-in safe. Other facilities provided here are car parking, room service, complimentary breakfast, and free wifi. It also has a well-lit multi-cuisine restaurant, which offers delicacies from around the world.Why should you stay here? This lodging facility is in a 50 km radius to various famous pilgrim spots, such as Mantralayam, Ahobilam, and Mahanandi.",5,,15.6662188,78.0880051,1 Adult 1 Kid,", Kurnool",63414,Sasya Pride,2025,Single A/C Rooms,18d8d7f74582983ea8aba59d90be65b2
ObjectId(5b379a6ee15bc1a8984f1370),Card Payment|Elevator|Parking|AC,04/08/2016,05/08/2016,Kozhikode,India,"What should you know? Hotel Metro Tower has 50 rooms in total which are categorised into Single Standard rooms, AC Deluxe rooms, AC Classic rooms, 3 Bed Deluxe rooms, and Suite rooms. Some of the amenities available at the hotel are cable television, room service, travel arrangement assistance, a doctor on call, all major credit cards accepted for payment, 24 hours hot water, laundry, ample car parking, and 24 hours check-in and check-out. It also has a hall for parties or conferences. The hotel is 2 km from Lions Park and Kozhikode Beach. The railway station is 1.5 km from the hotel.Why should you stay here? The hotel is located in proximity to numerous tourist hotspots making it ideal for travellers looking for accommodation within the city.",2,,11.245451,75.7853851,1 Adult 2 Kids,"Challapuram, Kozhikode",52342,Hotel Metro Tower,517,Standard Non AC Single,0f573fcde53681d8d687b84c959e8c8e
ObjectId(5b379a6ee15bc1a8984f1371),Newspaper,04/08/2016,05/08/2016,Kumarakom,India,"What should you know? Cocobay Resort is situated amidst swaying palm trees and is ideal for both leisure and corporate travellers. This 3-star hotel is close to several tourist spots of the town, such as Vembanad Lake, Kumarakom Bird Sanctuary, Kumarakom Backwaters and Thirunakkara Mahadeva Temple. The hotel has a total of 22 rooms which are designed in traditional Kerala architecture. The rooms have verandas, which face the lake, giving a lovely view of nature to the guests. Some of the in-room amenities are safe deposit lockers, refrigerators, international plug points, and bedside control panel for room lights. The hotel also has its own swimming pool for guests to enjoy themselves, and a business centre where corporate travellers can organize business meetings and conferences.Why should you stay here? Cocobay Resort provides comfortable accommodation in a well-connected area of Kumarakom with easy access to attractions like Vembanad Lake, Kumarakom Bird Sanctuary, and Thirunakkara Mahadeva Temple.",4,,9.6183395,76.357254,1 Adult 2 Kids,"Chakrampady, Kumarakom",10208,Cocobay Resort,3670,Suite Single,13767c5bd00b7c00228e9c2a00162dd5
ObjectId(5b379a6ee15bc1a8984f1372),Newspaper,04/08/2016,05/08/2016,Rajahmundry,India,"What should you know? KSR Royal Fort is located in an ideal part of Rajahmundry that is close to important business centres. The rooms in the hotel are spacious and clean, and have a view of the majestic Pushkar Ghats. Guests have an option between river facing and non-river facing rooms. The amenities provided by the hotel include complimentary breakfast, high speed internet, 24-hour fax and email browsing, a TV, hot and cold water, coffee and tea maker, a mini bar, board room, a health club, business center, room service, a safe deposit locker, hair dryer, tourism and travel desk, a doctor on call, and exclusive parking.Why should you stay here?",1,,17.0063362,81.769104,2 Adults 2 Kids,"Rajamahendravaram, Rajahmundry",21711,KSR Royal Fort,1273,Standard Room,65e854c3efe161974e9e8037a73dfd0f
ObjectId(5b379a6ee15bc1a8984f1373),WiFi|Gym|Parking,04/08/2016,05/08/2016,Varanasi,India,"What should you know? Located in the core city area of Varanasi, on Tripura Bhairav Ghat, Rashmi Guest House offers a beautiful view of the Ganges River to its visitors. The property has a total capacity of 16 rooms which are divided into two categories, super deluxe rooms and standard rooms. Its in-house rooftop restaurant offers a variety of cuisines. Some of the services include room service, internet cafe, travel desk, car rental, medical assistance, and Ayurvedic massage.Why should you stay here? The Dolphin Restaurant in the hotel is considered to be one of the best in the city.",2,,25.3080521,83.0110321,2 Adults 2 Kids,"Manmandir Ghat, Varanasi",13479,Rashmi Guest House,2906,AC Standard Non River View,41f1ff6aca1e8ab0d869d3d67f2dbf78
ObjectId(5b379a6ee15bc1a8984f1374),WiFi|AC,04/08/2016,05/08/2016,Varanasi,India,,3,,25.2960072,83.0004349,1 Adult 2 Kids,"DURGAKUND, Varanasi",89054,HKJ International,1667,Super Deluxe AC Single,a6ddb39c1e6fcc4e7f99f61415e18f4b
ObjectId(5b379a6ee15bc1a8984f1375),Newspaper|AC,04/08/2016,05/08/2016,Latur,India,"What should you know? The hotel is situated on Silver Jublee Road. It offers facilities like a front desk, valet parking, laundry service, internet access, bar, and video conferencing facility. The property provides accommodation in rooms that come with in-room services like cable television, and an attached bathroom. Guests staying at this property can enjoy the culinary delights of the in-house multi-cuisine restaurant that serves a variety of local and regional dishes.Why should you stay here? The location of this hotel is convenient for visitors as it is well connected, near to the bus stop and is within walking distance from Nana Nani Park and Rama Big Cinemas.",5,,18.3994274,76.57341,1 Adult 1 Kid,"Opposite Nana Nani park, Latur",50706,Hotel Relax,445,Single Non-A/C Rooms,d906b021c64f3c281603622d00284922
ObjectId(5b379a6ee15bc1a8984f1376),Newspaper|Pickup & Drop,04/08/2016,05/08/2016,Begusarai,India,,4,,25.4113846,86.1317215,2 Adults 2 Kids,"Near Sabji Mandi., Begusarai",55226,Ram Janki Guest House,200,Non A/c Double(Type 1),f8d523e813edfc4098ab6e1a4c160278
ObjectId(5b379a6ee15bc1a8984f1377),Newspaper|AC,04/08/2016,05/08/2016,Patna,India,"What should you know? Hotel Chanakya Inn consists of 4 floors that have 33 well-equipped rooms, which have been constructed with modern amenities. The hotel provides reliable hospitality and sight-seeing assistance. There is the option of hiring luxurious cars for travelling at this hotel. Other facilities include state of the art fitness center and a conference facility for business or family events. All the rooms have been built with an AC, internet facility, doctor on call service, and laundry services. The hotel accept all major debit and credit cards.Why should you stay here? The hotel is close to Chandni Market and the famous temple called Mahavir Mandir.",1,,25.60145,85.1385269,1 Adult 2 Kids,"Karbighiya, Patna",43050,Chanakya Inn,1690,Day Use Room (9 am - 6pm),4b11cd8159e4928a09547b2c9a980d33
ObjectId(5b379a6ee15bc1a8984f1378),WiFi|Card Payment|Elevator|Parking|AC,04/08/2016,05/08/2016,Varanasi,India,"What should you know? Located in the heart of Varanasi, Hotel Atithi Satkaar lies in the Godowlia area. The hotel is within easy access from many attractions such as Shri Kashi Vishwanath Temple and Dashashwamedh Ghat. This hotel offers superior rooms and suites with all the amenities. It is around 24 km from Lal Bahadur Shastri International Airport and Varanasi Junction Railway Station is around 5 km away. A budget hotel that comes in handy when travelling with friends or family. It provides various amenities like a doctor-on-call, travel desk, parking area, and 24x7 room service.Why should you stay here? Hotel Atithi Satkaar provides an ideal base to explore Varanasi, the city of Ghats.",2,,25.3096542,83.003418,2 Adults 2 Kids,"Godowlia, Varanasi",32940,Atithi Satkaar Hotel,1563,Double Non-A/C Rooms,2d11e79db803c6077605938a5c2cf342
ObjectId(5b379a6ee15bc1a8984f1379),Bar|Parking|AC,04/08/2016,05/08/2016,Kurnool,India,"What should you know? Rajavihar Deluxe Hotel has 5 categories of rooms- standard non AC, standard AC, Superior, RV Suite, and Budget Rooms. There are 50 rooms fitted with amenities like attached bathroom, colour tv, refrigerator and air-conditioning. The hotel houses a vegetarian restaurant, a non-vegetarian restaurant, and an air-conditioned bar and restaurant. Tourists can visit popular places like Belum Caves, Birla Mandir, Srisailam, Rollapadu Bird Sanctuary, Mahanandi, Gundla Brahmeswaram Wildlife Sanctuary, Ahobilam, Kurnool Fort, Nagarjunasagar Srisailam Sanctuary, Alampur, Mantralayam, Tomb of Abdul Wahab, Yaganti and many more. The hotel is located 198 km from Rajiv Gandhi International Airport, 2 km from Kurnool Railway Station and 1 km from Kurnool Bus Stand.Why should you stay here? Rajavihar Deluxe Hotel is situated caters to both vacationers as well as business travellers.",3,,15.8276701,78.0354233,1 Adult 1 Kid,", Kurnool",11974,Hotel Rajavihar Deluxe,1302,Single Non-A/C Rooms,c5b912a954d518501d2d274d7efa19bf
ObjectId(5b379a6ee15bc1a8984f137a),,04/08/2016,05/08/2016,Matheran,India,"What should you know? Hotel Lakeview has been in operation for the last 10 years in Matheran. Located on the foothills of the beautiful Sahyadri Hills, the hotel has rooms, which are equipped with all the basic facilities, the rooms are well-furnished and spacious. Some of the amenities provided by the hotel are in-house laundry, doctor-on-call, and a well-informed travel desk.Why should you stay here? Prabal Fort and Hart Point are tourist spots located close to the hotel.",5,,18.9815674,73.2681885,2 Adults 2 Kids,"Shivaji Road, Matheran",14018,Hotel Lakeview,1354,Standard Double Without TV,78c343ba0c050aa4b7f3227a1cb1823b
ObjectId(5b379a6ee15bc1a8984f137b),Bar|Card Payment|Parking|AC,04/08/2016,05/08/2016,Thiruvalla,India,,4,,9.3895922,76.5785675,2 Adults 2 Kids,"Near Thiruvalla Railway Station, Thiruvalla",24291,Panchami Hotel,950,Double Non-A/C Rooms,21ab3a630c0e5b6c0336d7fac7b67793
ObjectId(5b379a6ee15bc1a8984f137c),Newspaper,04/08/2016,05/08/2016,Tiruchirappalli,India,"What should you know? Occupying an area of about 5 ½ acres, SRM Hotel consists of independent cottages as well as a new tower block. All the villas and rooms in this hotel are centrally air conditioned and equipped with color television, direct dial telephone, internet connection, energy saver systems, and an attached bathroom with 24 hour hot/cold water. The guests who are inclined to enjoy liquors can visit the onsite bar, On the Rock. SRM Hotel is no more than 10 minutes from the airport. Tourist spots like Jambukeswarar Temple, Government Museum, Rock Fort temple, and Mukkombu (Upper Anaicut) are close by.Why should you stay here? SRM hotel lies close to some of the top tourist attractions in the region.",1,,10.7750578,78.6983337,2 Adults 2 Kids,"Kajamalai, Tiruchirappalli",12114,SRM Hotel,3112,Executive Room Double,920bd4cf5633d82e92b9efda7f0299bd
ObjectId(5b379a6ee15bc1a8984f137d),Newspaper,04/08/2016,05/08/2016,Imphal,India,,2,,24.8139801,93.9393921,1 Adult 2 Kids,", Imphal",95558,Hotel Imphal,1800,CLASSIC STANDARD (Non AC) (CP),3c7abc85e9d8de248d0e305c0b26c6d2
ObjectId(5b379a6ee15bc1a8984f137e),Newspaper|AC,04/08/2016,05/08/2016,Imphal,India,,4,,24.8140354,93.9393997,1 Adult 1 Kid,"Thangal Bazar, Imphal",73598,Hotel Apollo,889,Single Non-A/C Rooms,4711ed182b1472695278e4f34f4e9310
ObjectId(5b379a6ee15bc1a8984f137f),WiFi|Veg Only|Parking|AC,04/08/2016,05/08/2016,Varanasi,India,"What should you know? Om Guest House offers comfortable accommodation in both air-conditioned and non-AC guest rooms. It provides modern amenities like railway station transfer, taxi service, yoga classes, laundry service, a doctor on call, guide service, and room service. The hotel has 16 well-appointed rooms with amenities like shower area, hot/cold water supply, well-maintained attached bathrooms, Wi-Fi access in all its rooms, DVD player on request, a telephone, and a television. It is situated close to River Ganga, Sankat Mochan Temple, and Harishchandra Ghat. . The bus station as well as the railway station are approximately 6 km from the hotel while Lal Bahadur Shastri International Airport is around 26 km away.Why should you stay here? It has several prominent tourist attractions at close proximity.",1,,25.2858295,83.0054855,1 Adult 1 Kid,"Assi ghat, Varanasi",48518,Om Guest House,237,Single Non-A/C Rooms,95b5b55e175c7a1387cd8747e9c7535c
ObjectId(5b379a6ee15bc1a8984f1380),WiFi|Newspaper|Pickup & Drop|Parking|AC,04/08/2016,05/08/2016,Lalitpur,India,,3,,24.6929932,78.404129,2 Adults 2 Kids,"Near Station Road, Lalitpur",80676,Hotel Kailash,945,Deluxe A/c Double Room,2013c56f1b808024890a195eba577176
ObjectId(5b379a6ee15bc1a8984f1381),Free Breakfast|Newspaper,04/08/2016,05/08/2016,Varanasi,India,It is sometimes used by people who wish to improve their language skills and become familiar with the local lifestyle.,2,,25.2890091,82.9684067,1 Adult 0 Kid,"Kakarmata, Varanasi",108666,Sakila Homestay,473,Non A/c Single,d021e9477577a9d26367293ef4564396
ObjectId(5b379a6ee15bc1a8984f1382),Veg Only|Newspaper|Parking|AC,04/08/2016,05/08/2016,Lalitpur,India,,5,,24.7009792,78.4200745,2 Adults 2 Kids,", Lalitpur",68390,Hotel Golden Drive,1334,Deluxe A/c Double,be7c9b377f9866f61cae4c38126afc19
ObjectId(5b379a6ee15bc1a8984f1383),WiFi|Bar|Card Payment|Parking|AC,04/08/2016,05/08/2016,Yamuna Nagar,India,What should you know?00 noon. There is an extra charge for additional occupancy.Why should you stay here? Jyoti Hotel is close to various important tourist and commercial areas of the town.,4,,30.1319199,77.2808533,2 Adults 2 Kids,"Sarojini Colony, Yamuna Nagar",24721,Jyoti Hotel,2770,Semi Deluxe Room A/c,363ef6d862a5ac3d486cbc06e68de58a
ObjectId(5b379a6ee15bc1a8984f1384),Parking,04/08/2016,05/08/2016,Tiruchirappalli,India,"What should you know? Rockfort Residency offers a set of 2 and 3 bedroom flats, which come with several amenities. This type of accommodation is ideal for people who are on a tight budget. The flat possess all the basic facilities including air-conditioner, wifi connectivity, laundry, multi-cuisine restaurant, medical assistance, travel desk, modular kitchen, and separate shelter for drivers. Home-cooked food is also available on request.Why should you stay here? Several tourist destinations like Rockfort Temple, Srirangam temple, Vayalur Murugan Temple, Mukkombu Dam, and Kudumiyanmalai Shiva temple are located within a range of 10-25 km, making it ideal for leisure travellers.",1,,10.8517675,78.7020645,4 Adults 2 Kids,"Thiruvanai Kovil, Tiruchirappalli",27935,Rockfort Residency,3465,2 BHK,e1e9ca77b9acd31d552f65bce559478d
